model	objective	gene	status	value
e_coli_core.xml	obj	b0008	optimal	0.873922
e_coli_core.xml	obj	b0114	optimal	0.796696
e_coli_core.xml	obj	b0115	optimal	0.796696
e_coli_core.xml	obj	b0116	optimal	0.782351
e_coli_core.xml	obj	b0118	optimal	0.873922
e_coli_core.xml	obj	b0351	optimal	0.873922
e_coli_core.xml	obj	b0356	optimal	0.873922
e_coli_core.xml	obj	b0451	optimal	0.873922
e_coli_core.xml	obj	b0474	optimal	0.873922
e_coli_core.xml	obj	b0485	optimal	0.873922
e_coli_core.xml	obj	b0720	optimal	0.0
e_coli_core.xml	obj	b0721	optimal	0.814298
e_coli_core.xml	obj	b0722	optimal	0.814298
e_coli_core.xml	obj	b0723	optimal	0.814298
e_coli_core.xml	obj	b0724	optimal	0.814298
e_coli_core.xml	obj	b0726	optimal	0.858307
e_coli_core.xml	obj	b0727	optimal	0.858307
e_coli_core.xml	obj	b0728	optimal	0.858307
e_coli_core.xml	obj	b0729	optimal	0.858307
e_coli_core.xml	obj	b0733	optimal	0.873922
e_coli_core.xml	obj	b0734	optimal	0.873922
e_coli_core.xml	obj	b0755	optimal	0.873922
e_coli_core.xml	obj	b0767	optimal	0.863813
e_coli_core.xml	obj	b0809	optimal	0.873922
e_coli_core.xml	obj	b0810	optimal	0.873922
e_coli_core.xml	obj	b0811	optimal	0.873922
e_coli_core.xml	obj	b0875	optimal	0.873922
e_coli_core.xml	obj	b0902	optimal	0.873922
e_coli_core.xml	obj	b0903	optimal	0.873922
e_coli_core.xml	obj	b0904	optimal	0.873922
e_coli_core.xml	obj	b0978	optimal	0.873922
e_coli_core.xml	obj	b0979	optimal	0.873922
e_coli_core.xml	obj	b1101	optimal	0.873922
e_coli_core.xml	obj	b1136	optimal	0.0
e_coli_core.xml	obj	b1241	optimal	0.873922
e_coli_core.xml	obj	b1276	optimal	0.873922
e_coli_core.xml	obj	b1297	optimal	0.873922
e_coli_core.xml	obj	b1380	optimal	0.873922
e_coli_core.xml	obj	b1478	optimal	0.873922
e_coli_core.xml	obj	b1479	optimal	0.873922
e_coli_core.xml	obj	b1524	optimal	0.873922
e_coli_core.xml	obj	b1602	optimal	0.873922
e_coli_core.xml	obj	b1603	optimal	0.873922
